video_id,title,description,tags,category_id,published_at,view_count,like_count,comment_count,region
EG8zY9fspuY,Confirmo,"Provided to YouTube by The Orchard Enterprises

Confirmo · Los Parras · Abraham Lopez · Yamder B. David · Oscar Coby

Confirmo

℗ 2026 La R Records, LLC

Released on: 2026-01-23

Producer: Gilberto ""El Pollo"" Zavala
Producer: Cassandra Hernandez
Producer: Ernesto Morales
Producer: Carla Soto
Producer: Cristian Caamano ""Robin""
Music Publisher: La R Publishing

Auto-generated by YouTube.",Los Parras Abraham Lopez Yamder B. David Oscar Coby Confirmo,10,2026-01-22T10:00:30Z,248002,12384,1035,US
2WPHzoaBK4s,BOO,"Provided to YouTube by Hitmaker

BOO · H3adband

BOO

℗ WatchDatBaby/Hitmaker Distro

Released on: 2026-01-23

Producer: Jordan Randall
Vocals: H3adband
Composer: Jordan Randall
Lyricist: Jordan Randall

Auto-generated by YouTube.",H3adband BOO,10,2026-01-22T10:00:03Z,47009,1405,28,US
pBZxDWMeuUc,DABABY - POP DAT THING (Official Audio),"Stream 'Pop Dat Thing"" Here: https://dababy.lnk.to/POPDATTTHANG

Follow Dababy:
https://www.instagram.com/dababy/
https://www.tiktok.com/@dababy
https://x.com/DaBabyDaBaby

#Dababy #PopDatThing",DaBaby Baby Jesus Charlotte Hip Hop Rap dababy rockstar da baby hip hop rockstar dababy throat baby bop phat dababy dababy rockstar bop dababy lil baby toes dababy dababy freestyle baby lil baby dababy bop phat dababy phat,10,2026-01-23T05:00:51Z,208779,13468,961,US
TBV8_0BqIw8,Ride The Lightning (Bonus Track),"Provided to YouTube by The Orchard Enterprises

Ride The Lightning (Bonus Track) · Megadeth · Dave Mustaine

Megadeth

℗ 2026 Megadeth Inc. Under exclusive license to BlkIIBlk d/b/a Frontiers Records d/b/a BlkIIBlk Records.

Released on: 2026-01-23

Producer: Dave Mustaine
Producer: Chris Rakestraw
Music Publisher: Mustaine Music (BMI)

Auto-generated by YouTube.",Megadeth Dave Mustaine Ride The Lightning (Bonus Track),10,2026-01-22T10:00:46Z,892002,60275,9675,US
qDyUb2JjRHc,42 Dugg & EST Gee - No Fakin (Official Video),"Stream 'Part 3' Here: https://42dugg.lnk.to/Part3

Follow 42 Dugg:
https://www.instagram.com/42_dugggg/
https://x.com/42_Dugg

#42dugg #NoFakin #Part3",42dugg 42 dugg 42 dugg est gee we not done 42 dugg 42 dugg we not done dog food 42 dugg it is what it is chicken p maybach 42 dugg it is what it is 42 dugg lil baby,10,2026-01-23T05:48:27Z,222620,10593,388,US
2exVDhY6xqI,Mickey Factz - #StoreRunner (TRU FOE DISS),"Directed by Mr Good Evening

Mickey Factz ends the trilogy with a scathing diss entitled #STORERUNNER 
The story goes Aye Noun paid Tru Foe to diss Mickey Factz and Mickey proceeded to write 3 songs in under 20 hours from 2 am to 7 pm. Mind you he slept from 7 am to 11 am. So its really 16 hours. Anyway, Factz being the mc he is channeled his anger into one of the most catchiest and creative diss records to date. Long Live Lyricism.",,10,2026-01-25T01:00:06Z,15035,1881,648,US
_R9DPHFqkZc,"""Emo Girl"" Yuno Miles x Fantano (Official Video)","#yunomiles #fantano #youtube #youtuber #viral #trend #blow #rock #emo #emomusic #tiktok #memes 
#mrbeast #kaicenat #sabrinacarpenter #madisonbeer #kyliejenner 




Join this channel to get access to perks:
https://www.youtube.com/channel/UCRv0M7dDL0Y21_9rU4tgNDw/join",Yunomiles fantano emo rock youtube youtuber blow kaicenat mrbeast,10,2026-01-24T19:48:40Z,92014,14722,1435,US
fdKEN2ipsBU,Ros Kantri,"Provided to YouTube by Zojak World Wide, LLC

Ros Kantri · Mavn LKLD · Evin Rush · Flunky

Ros Kantri

℗ Mavn LKLD & Lopez Records

Released on: 2026-01-13

Producer: Mavn LKLD
Producer: Jeremiah Nangore
Producer: Wavetrax Inc
Producer: Hauskuk Musik
Producer: Stingray Records
Composer: Mavn LKLD
Composer: Evin Rush

Auto-generated by YouTube.",Mavn LKLD Evin Rush Flunky Ros Kantri,10,2026-01-12T17:42:02Z,51631,2154,0,US
XBnZa6t3mRU,"Trap Dickey, Key Glock - Down South","Music video by Trap Dickey, Key Glock performing Down South.© 2026 11 Music Group, LLC, under exclusive license to UMG Recordings, Inc.",Trap Dickey Key Glock Trap Dickey/Uptown/Def Jam Hip Hop,10,2026-01-23T20:00:25Z,57936,4376,196,US
edZVnKxKEUU,SO BE IT | Elevation Worship (feat. Tiffany Hudson & Chris Brown),"The official live video for ""SO BE IT"" by Elevation Worship featuring Tiffany Hudson & Chris Brown.

Connect with Elevation Worship: 
Website | https://www.elevationworship.com 
https://elevationworship.link/SBTPAPSYT
https://www.facebook.com/elevationworship/ 
https://www.instagram.com/elevationworship/ 
https://www.tiktok.com/@elevation.worship
https://twitter.com/elevation_wrshp

Lyrics:
When the King speaks a word
It cannot be overturned
It’s as good as done

And when heaven touches earth 
It can never be reversed
It’s the Kingdom come

So get the liars out the way
They don’t have the final say
There is only One

Sovereign and Supreme
Every word He speaks 
Is holy

The Lamb of God has overcome
My testimony is His blood
And if He said that it is done
It is done
So be it God
 
To the One on the throne
Who cannot be overthrown
Sing Hallelujah

To the Last and the First
Ruler of the universe
Sing Hallelujah

To the Alpha, Omega
The Master, the Maker
The Name above

Every other name
Give Him all the praise
He’s holy
 
The Lamb of God has overcome
My testimony is His blood
And if He said that it is done
It is done
So be it God

The weapons of the enemy 
They have no power over me
The One with all authority covers me
So be it God
So be it God
So be it God

From a throne to a cross 
Who would pay such a price 
For the sin of the world 
Here’s your King crucified 

See the nails in His hands
See the wounds in His side
See the crown meant to mock
That instead prophesied 

That it was not the end
Wipe the tears from your eyes
Don’t forget that He said
On the third He would rise

He’s alive
He’s alive
He’s alive
He’s alive

He’s alive
He’s alive
He’s alive
He’s alive
 
The Lamb of God has overcome
My testimony is His blood
And if He said that it is done
It is done
So be it God

The weapons of the enemy 
They have no power over me
The One with all authority covers me
So be it God
So be it God

It is final
It is written
It is settled
It is finished

See that old grave
He was in it
Now He isn’t
He is risen

It is final
It is written
It is settled
It is finished

See that old grave
He was in it
Now He isn’t
He is risen

Hallelujah
Hallelujah
Hallelujah
Hallelujah

Hallelujah
Hallelujah
Hallelujah
Hallelujah

Like a thief in the night 
He’ll return for His bride
Even so, Jesus come
Jesus come split the skies
So be it God

Written By: Steven Furtick, Davide Mutendji, Mitch Wong, Tiffany Hudson
©Music by Elevation Worship Publishing // Original Wong Publishing / Bell Music Publishing
CCLI: 7269606

#elevationworship #SOBEIT #Worshipmusic",,10,2026-01-23T05:00:45Z,406000,25849,1931,US
JdCkPewFsc8,"Phil Wickham, Crowder - It Really Is Amazing Grace (Official Music Video)","Official music video for “It Really Is Amazing Grace” from Phil Wickham & Crowder

Stream or download the song here: https://fts.lnk.to/IRIAG

Connect with Phil Wickham: 
Website: https://philwickham.com
Instagram:  https://www.instagram.com/philwickham
Facebook: https://www.facebook.com/philwickham
TikTok: https://www.tiktok.com/@philwickhamofficial   

Lyrics:
Amazing Grace 
How sweet the sound 
That saved a wretch like me 
I once was lost 
But now I’m found 
Was blind but now I see 
 
Singing Hallelujah! 
There’s no chains on me 
Thank you Jesus 
You have set me free 
You welcomed me in 
Called me by name 
Was dead in my sin 
Now I’m dancing on that grave 
Hallelujah! It really is Amazing Grace 
 
‘Twas grace that taught 
My heart to fear 
And grace my fears relieved 
How precious did  
That grace appear 
The hour I first believed 
 
Singing Hallelujah! 
There’s no chains on me 
Thank you Jesus 
You have set me free 
You welcomed me in 
Called me by name 
Was dead in my sin 
Now I’m dancing on that grave 
Hallelujah! It really is Amazing Grace 
It really is, It really is 
It’s Amazing Grace 
 
I’ll testify  
Of what He did 
He gave me life 
I’m born again 
My heart is free 
My soul is saved 
It really is Amazing Grace 
 
I’ll testify  
Of what He did 
He gave me life 
I’m born again 
My heart is free 
My soul is saved 
It really is Amazing Grace 
 
It really is, It really is 
It really is Amazing Grace 
It really is, It really is 
 
Sing Hallelujah Hallelujah! 
There’s no chains on me 
Thank you Jesus 
You have set me free 
You welcomed me in 
Called me by name 
Was dead in my sin 
Now I’m dancing on that grave 
Hallelujah! It really is Amazing Grace 
 
It really is 
It really is Amazing Grace 
It really is, it really is 
It really is Amazing Grace 

#PhilWickham #Crowder #ItReallyIsAmazingGrace #SongOfTheSaints",Phil Wickham Worship Music Worship Christian Til I Found You This Is Amazing Grace Brandon lake House of the lord Battle Belongs Hymn of Heaven bethel elevation graves into gardens goodness of god christian music phil wickham vevo phil wickham live fair trade/columbia Living hope Jesus Christ My Living Hope Gratitude Praise Phil Wickham Living Hope Raise A Hallelujah Behold Anne Wilson My Jesus This Is Our God Amazing Grace Crowder Phil Amazing Grace,10,2026-01-23T18:00:06Z,149525,10272,520,US
